都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
442054,1170,大分県,佐伯市,佐伯総合運動公園総合体育館,,佐伯市長谷３７８６,,32.900303,131.847336,,0972-25-1335,,,,,,,,,,
442054,1171,大分県,佐伯市,佐伯総合運動公園市民プール,,佐伯市長谷２８７６,,32.900303,131.847336,,0972-22-0768,,,,,,,,,,
442054,1172,大分県,佐伯市,番匠体育館,,佐伯市新女島６６４３－３,,32.950931,131.900387,,0972-23-3545,,,,,,,,,,
442054,1173,大分県,佐伯市,宇目Ｂ＆Ｇ海洋センター,,佐伯市宇目大字塩見園１０,,32.858803,131.698242,,0972-52-1793,,,,,,,,,,
442054,1174,大分県,佐伯市,上浦Ｂ＆Ｇ海洋センター,,佐伯市上浦浅海井浦２６０３－１１,,33.042542,131.906052,,0972-27-6750,,,,,,,,,,
442054,1175,大分県,佐伯市,蒲江Ｂ＆Ｇ海洋センター,,佐伯市蒲江畑野浦２５２４－１０,,32.802284,131.905014,,0972-45-0342,,,,,,,,,,
442054,1176,大分県,佐伯市,鶴見Ｂ＆Ｇ海洋センター,,佐伯市鶴見沖松浦２０４４－１,,32.937531,131.981766,,0972-33-1222,,,,,,,,,,
442054,1177,大分県,佐伯市,弥生Ｂ＆Ｇ海洋センター,,佐伯市大字上小倉１２２２,,33.042542,131.906052,,0972-46-1676,,,,,,,,,,
442054,1178,大分県,佐伯市,グリーンパーク直川,,佐伯市直川大字上直見３７８１,,32.895977,131.800232,,0972-58-2815,,,,,,,,,,
442054,1179,大分県,佐伯市,佐伯球場,,佐伯市大字長谷４７８,,32.900303,131.847336,,0972-23-4486,,,,,,,,,,
442054,1180,大分県,佐伯市,野岡体育館,,佐伯市野岡町２－１２－１４,,32.967749,131.910194,,0972-24-0217,,,,,,,,,,
442054,1181,大分県,佐伯市,佐伯市総合運動公園屋内運動広場,,佐伯市大字長谷4979番地,,32.900303,131.847336,,0972-23-6611,,,,,,,,,,
442054,1182,大分県,佐伯市,直川鉱泉センター,,佐伯市直川大字赤木１２５２,,32.865387,131.790909,,0972-58-3311,,,,,,,,,,
442054,1183,大分県,佐伯市,葛港市場,,佐伯市葛港２－４,,32.976967,131.904266,,0972-22-0361,,,,,,,,,,
442054,1184,大分県,佐伯市,道の駅　かまえ,,佐伯市蒲江大字蒲江浦５１０４－１,,32.8017723,131.9243176,,0972-42-0050,,,,,,,,,,
442054,1185,大分県,佐伯市,道の駅やよい,,佐伯市弥生大字上小倉898-1,,32.96456913,131.8386843,,0972-40-5951,,,,,,,,,,指定管理施設
442054,1186,大分県,佐伯市,道の駅宇目,,佐伯市宇目大字南田原２５１３－５,,,,,0972-54-3090,,,,,,,,,,
442054,1187,大分県,佐伯市,セミナーハウスはぐくみ,,佐伯市大字長谷４６７８番地,,32.900303,131.847336,,0972-25-1335,,,,,,,,,,
442054,1188,大分県,佐伯市,直川憩いの森公園,,佐伯市直川大字赤木１２６２,,32.8702984,131.7843844,,0972-58-2517,,,,,,,,,,
442054,1189,大分県,佐伯市,国民健康保険鶴見診療所,,佐伯市鶴見大字沖松浦２０,,32.94228511,131.962688,,0972-33-1161,,,,,,,,,,
442054,1190,大分県,佐伯市,国民健康保険丹賀診療所,,佐伯市鶴見大字丹賀浦１２９－１,,32.94725946,132.0488899,,0972-34-8334,,,,,,,,,,
442054,1191,大分県,佐伯市,国民健康保険米水津診療所,,佐伯市米水津大字浦代浦１２３９－２,,32.9212046,131.9760519,,0972-35-6820,,,,,,,,,,
442054,1192,大分県,佐伯市,国民健康保険因尾診療所,,佐伯市本匠大字堂ノ間２９５番地１,,32.92763015,131.7124861,,0972-57-6556,,,,,,,,,,
442054,1193,大分県,佐伯市,国民健康保険大入島診療所,,佐伯市大字久保浦１０５９－１９,,32.997453,131.9238765,,0972-24-2363,,,,,,,,,,
442054,1194,大分県,佐伯市,鶴見港市場,,佐伯市鶴見大字地松浦,,32.945419,131.956192,,0972-33-1121,,,,,,,,,,
442054,1195,大分県,佐伯市,佐伯市平和祈念館やわらぎ,,佐伯市鶴谷町３－３－１２,,32.969772,131.912064,,0972-22-5700,,,,,,,,,,
442054,1196,大分県,佐伯市,ふれあいセンター宇目,,佐伯市宇目大字小野市３３４７－１,,32.870735,131.627884,,0972-54-3820,,,,,,,,,,
442054,1197,大分県,佐伯市,おおしまⅡ,,佐伯市葛港～大島航路,,32.978416,131.902069,,090-1510-5306,,,,,,,,,,
442054,1198,大分県,佐伯市,佐伯大手前情報発信館,,佐伯市大手町3丁目3番7号,,32.955875,131.893509,,0972-27-6464,,,,,,,,,,
442054,1199,大分県,佐伯市,日本文理大学附属高等学校,,佐伯市鶴谷町2-1-10,,32.971941,131.908226,,0972-22-3501,,,,,,,,,,
442054,1200,大分県,佐伯市,日本文理大学附属高等学校　野口寮,,佐伯市大字鶴望4253,,32.973103,131.886993,,0972-22-0887,,,,,,,,,,
442054,1201,大分県,佐伯市,杉谷診療所,,佐伯市西谷町５番２４号,,32.95681912,131.8855047,,0972-22-4800,,,,,,,,,,
442054,1202,大分県,佐伯市,塩月内科小児科医院,,佐伯市女島７２３８－１,,32.9573373,131.9145591,,0972-20-0070,,,,,,,,,,
442054,1203,大分県,佐伯市,桑畑小児科医院,,佐伯市中村東町１０－５,,32.96056102,131.9018582,,0972-22-1965,,,,,,,,,,
442054,1204,大分県,佐伯市,谷口医院,,佐伯市西谷町２－１２,,32.95572682,131.8892813,,0972-22-3355,,,,,,,,,,
442054,1205,大分県,佐伯市,やつか眼科医院,,佐伯市船頭町２－４０,,32.89896062,131.9073486,,0972-22-0055,,,,,,,,,,
442054,1206,大分県,佐伯市,直川クリニック,,佐伯市直川大字上直見５６２－１,,32.89584012,131.7786455,,0972-58-3100,,,,,,,,,,
442054,1207,大分県,佐伯市,中浦循環器クリニック,,佐伯市向島２－２１－１３,,32.9551453,131.8953914,,0972-23-2238,,,,,,,,,,
442054,1208,大分県,佐伯市,馬場内科クリニック,,佐伯市長島町２－１３３－２,,32.96167726,131.9096231,,0972-20-3344,,,,,,,,,,
442054,1209,大分県,佐伯市,介護老人保健施設　鶴望野,,佐伯市鶴岡町１－１１－５９,,32.959286,131.881882,,0972-24-3080,,,,,,,,,,
442054,1210,大分県,佐伯市,介護老人保健施設　和の風,,佐伯市大字池田２２６０－１,,32.946339,131.894592,,0972-24-1201,,,,,,,,,,
442054,1211,大分県,佐伯市,尺間防災作業所,,佐伯市弥生大字尺間1052-2,,,,,080-2695-8895,,,,,,,,,,令和４年２月２８日まで
442062,1212,大分県,臼杵市,中部保健所,,臼杵市大字臼杵字洲崎７２－３４,,33.124422,131.805007,,0972-62-9171,,,,,,,,,,
442062,1213,大分県,臼杵市,臼杵土木事務所,,臼杵市大字臼杵字洲崎７２－２５４,,33.126033,131.806063,,0972-63-4136,,,,,,,,,,Ｒ2.11購入
442062,1214,大分県,臼杵市,臼杵高等学校,,臼杵市海添２５２１番地,,33.118062,131.805007,,0972-62-5145,,,,,,,,,,
442062,1215,大分県,臼杵市,海洋科学高等学校,,臼杵市大字諏訪２５４－１－２,,33.135782,131.804646,,0972-63-3678,,,,,,,,,,実習船（海幸丸）内１台・寄宿舎１台含む
442062,1216,大分県,臼杵市,臼杵支援学校,,臼杵市大字井村９１１番地,,33.142281,131.777343,,0972-62-3930,,,,,,,,,,
442062,1217,大分県,臼杵市,臼杵津久見警察署,,臼杵市大字臼杵７２番地の６１,,33.123228,131.80523,,0972-62-2131,,,,,,,24時間対応,,,
442062,1218,大分県,臼杵市,臼杵市役所　臼杵庁舎,,臼杵市大字臼杵72番の1,,33.125922,131.804646,,0972-63-1111,,,,,,,,,,
442062,1219,大分県,臼杵市,臼杵市役所　野津庁舎,,臼杵市野津町大字野津市326番地の1,,33.042954,131.692224,,0974-32-2220,,,,,,,,,,
442062,1220,大分県,臼杵市,中央地域ふれあい交流館（ほっと館）,,臼杵市大字臼杵2-107番562,,33.123179,131.807513,,0972-64-0113,,,,,,,,,,
442062,1221,大分県,臼杵市,臼杵市消防団　臼杵第９分団２部（機械庫）,,臼杵市大字深江字2872,,33.121433,131.876923,,,,,,,,,,,,
442062,1222,大分県,臼杵市,臼杵市消防団　臼杵第１１分団３部（機械庫）,,臼杵市大字中臼杵７４５－１,,33.106041,131.738831,,,,,,,,,,,,
442062,1223,大分県,臼杵市,臼杵市消防団　臼杵第１１分団９部（機械庫）,,臼杵市大字乙見７５５－１,,33.058983,131.753189,,0972-65-3515,,,,,,,,,,
442062,1224,大分県,臼杵市,臼杵市消防団　臼杵第１１分団１０部（機械庫）,,臼杵市大字東神野３４２０,,33.041641,131.778122,,,,,,,,,,,,
442062,1225,大分県,臼杵市,臼杵市消防団　臼杵第１２分団１部（機械庫）,,臼杵市大字嶽谷１６３４の２,,33.166477,131.759811,,,,,,,,,,,,
442062,1226,大分県,臼杵市,臼杵市消防団　臼杵第１５分団３部（機械庫）,,臼杵市大字佐志生３６３８－１,,33.186703,131.818405,,,,,,,,,,,,
442062,1227,大分県,臼杵市,臼杵市消防団　野津第１分団１部（機械庫）,,臼杵市野津町大字八里合2039－1,,33.027771,131.646561,,,,,,,,,,,,
442062,1228,大分県,臼杵市,臼杵市消防団　野津第２分団吉四六ランド管理室,,臼杵市野津町荒瀬大字原326,,33.027771,131.646561,,,,,,,,,,,,
442062,1229,大分県,臼杵市,臼杵市消防団　野津第３分団１部（機械庫）,,臼杵市大字下西神野1071番地,,33.125832,131.804718,,,,,,,,,,,,
442062,1230,大分県,臼杵市,臼杵市消防団　野津第３分団４部（機械庫）,,臼杵市野津町大字清水原26,,33.027771,131.646561,,,,,,,,,,,,
442062,1231,大分県,臼杵市,臼杵市消防団　野津第４分団２部（機械庫）,,臼杵市野津町大字吉田173－3,,33.027771,131.646561,,,,,,,,,,,,
442062,1232,大分県,臼杵市,臼杵市消防団　野津第４分団５部（機械庫）,,臼杵市野津町大字東谷折立,,33.027771,131.646561,,,,,,,,,,,,
442062,1233,大分県,臼杵市,野津保健センター,,臼杵市野津町大字野津市１０５０,,33.04076,131.692297,,0972-63-1111,,,,,,,,,,
442062,1234,大分県,臼杵市,臼杵市子ども・子育て総合支援センター　ちあぽーと,,臼杵市大字臼杵72番50,,33.125076,131.803665,,0972-86-2716,,,,,,,,,,
442062,1235,大分県,臼杵市,臼杵市社会基盤整備・災害支援センター,,臼杵市大字家野１４４５－２,,33.10045592,131.7661058,,0972-64-0312,,,,,,,,,,
442062,1236,大分県,臼杵市,臼杵市立東中学校,,臼杵市大字臼杵71-18,,33.125502,131.80352,,0972-62-9195,,,,,,,,,,
442062,1237,大分県,臼杵市,臼杵市立西中学校,,臼杵市大字戸室535,,33.119394,131.786037,,0972-62-3547,,,,,,,,,,
442062,1238,大分県,臼杵市,臼杵市立北中学校,,臼杵市大字江無田132-1,,33.130796,131.789947,,0972-62-3607,,,,,,,,,,
442062,1239,大分県,臼杵市,臼杵市立南中学校,,臼杵市大字搔懐2227,,33.097229,131.749541,,0972-65-3223,,,,,,,,,,
442062,1240,大分県,臼杵市,臼杵市立野津中学校,,臼杵市野津町大字野津市666,,33.036748,131.687126,,0974-32-2039,,,,,,,,,,
442062,1241,大分県,臼杵市,臼杵市立臼杵小学校,,臼杵市大字臼杵65,,33.124644,131.800258,,0972-62-4175,,,,,,,,,,
442062,1242,大分県,臼杵市,臼杵市立福良ヶ丘小学校,,臼杵市大字福良360-1,,33.114729,131.794481,,0972-62-2320,,,,,,,,,,
442062,1243,大分県,臼杵市,臼杵市立市浜小学校,,臼杵市大字戸室503,,33.118478,131.787342,,0972-62-2369,,,,,,,,,,
442062,1244,大分県,臼杵市,臼杵市立下南小学校,,臼杵市大字望月815,,33.103281,131.77281,,0972-62-2875,,,,,,,,,,
442062,1245,大分県,臼杵市,臼杵市立臼杵南小学校,,臼杵市大字搔懐1483,,33.090777,131.757368,,0972-65-3030,,,,,,,,,,
442062,1246,大分県,臼杵市,臼杵市立上北小学校,,臼杵市大字末広2487-2,,33.139836,131.757178,,0972-62-2413,,,,,,,,,,
442062,1247,大分県,臼杵市,臼杵市立下北小学校,,臼杵市大字稲田862,,33.145142,131.790008,,0972-62-3509,,,,,,,,,,
442062,1248,大分県,臼杵市,臼杵市立海辺小学校,,臼杵市大字大浜173,,33.136393,131.808396,,0972-62-3604,,,,,,,,,,
442062,1249,大分県,臼杵市,臼杵市立下ノ江小学校,,臼杵市大字大野1955,,33.152419,131.806145,,0972-67-2209,,,,,,,,,,
442062,1250,大分県,臼杵市,臼杵市立佐志生小学校,,臼杵市大字佐志生3015-1,,33.176751,131.827893,,0972-68-3920,,,,,,,,,,
442062,1251,大分県,臼杵市,臼杵市立野津小学校,,臼杵市野津町大字山頭3100,,33.045385,131.69899,,0974-32-2004,,,,,,,,,,
442062,1252,大分県,臼杵市,臼杵市立川登小学校,,臼杵市野津町大字清水原1341,,33.005937,131.717935,,0974-32-3186,,,,,,,,,,
442062,1253,大分県,臼杵市,臼杵市立南野津小学校,,臼杵市野津町大字西畑600,,33.013052,131.667451,,0974-32-2151,,,,,,,,,,
442062,1254,大分県,臼杵市,下南こども園,,臼杵市大字家野1496番地,,33.101223,131.759277,,0972-62-3630,,,,,,,,,,
442062,1255,大分県,臼杵市,野津幼稚園,,臼杵市野津町大字山頭３１００,,33.045593,131.699574,,0974-32-3790,,,,,,,,,,
442062,1256,大分県,臼杵市,臼杵中央公民館,,臼杵市大字臼杵2の107番562号,,33.119282,131.802902,,0972-63-6444,,,,,,,,,,
442062,1257,大分県,臼杵市,野津中央公民館,,臼杵市野津町大字野津市184番,,33.045144,131.693963,,0974-32-2270,,,,,,,,,,
442062,1258,大分県,臼杵市,田野地区公民館,,臼杵市野津町大字亀甲4010,,33.046794,131.721342,,0974-32-7845,,,,,,,,,,
442062,1259,大分県,臼杵市,南野津地区公民館,,臼杵市野津町大字吉田161番地,,33.015476,131.665084,,0974-32-3333,,,,,,,,,,
442062,1260,大分県,臼杵市,臼杵歴史資料館,,臼杵市大字市浜８０８－１,,33.118999,131.792282,,0972-62-2882,,,,,,,,,,
442062,1261,大分県,臼杵市,臼杵市観光交流プラザ,,臼杵市大字臼杵１００-２,,33.120483,131.800461,,0972-63-1715,,,,,,,,,,
442062,1262,大分県,臼杵市,臼杵石仏　石仏事務所,,臼杵市大字深田804-1,,33.082027,131.777695,,0972-65-3300,,,,,,,,,,
442062,1263,大分県,臼杵市,サーラ・デ・うすき,,臼杵市大字臼杵210番3,,33.119312,131.799133,,0972-64-7271,,,,,,,,,,
442062,1264,大分県,臼杵市,臼杵市立臼杵図書館,,臼杵市大字臼杵６番地の１６,,33.123289,131.801372,,0972-62-3405,,,,,,,,,,
442062,1265,大分県,臼杵市,臼杵市民会館,,臼杵市大字臼杵72番８３,,33.125234,131.806277,,0972-63-7977,,,,,,,,,,
442062,1266,大分県,臼杵市,臼杵市文化財管理センター,,臼杵市大字吉小野4296番地,,33.119938,131.735306,,0972-64-6444,,,,,,,,,,
442062,1267,大分県,臼杵市,臼杵市民球場,,臼杵市大字諏訪790番,,33.13343,131.799286,,0972-62-5968,,,,,,,,,,
442062,1268,大分県,臼杵市,臼杵市柔剣道場,,臼杵市大字臼杵８１-９５,,33.121109,131.797974,,0972-62-8131,,,,,,,,,,
442062,1269,大分県,臼杵市,諏訪山体育館,,臼杵市大字諏訪595番5,,33.132869,131.797467,,0972-63-7183,,,,,,,,,,
442062,1270,大分県,臼杵市,海辺連絡事務所,,臼杵市大字諏訪642-2,,33.129307,131.800751,,0972-62-3601,,,,,,,,,,
442062,1271,大分県,臼杵市,戸上ふれあい広場,,臼杵市野津町大字西寒田２９８９,,33.072578,131.662613,,0974-32-7753,,,,,,,,,,
442062,1272,大分県,臼杵市,南野津児童クラブ,,臼杵市野津町大字西畑５７８－６,,33.003716,131.656219,,0974-32-3794,,,,,,,,,,
442062,1273,大分県,臼杵市,川登児童クラブ,,臼杵市野津町大字清水原１３４１,,33.005028,131.712692,,0974-32-3187,,,,,,,,,,
442062,1274,大分県,臼杵市,野津児童クラブ,,臼杵市野津町大字山頭３１００,,33.034714,131.70575,,0974-32-2180,,,,,,,,,,
442062,1275,大分県,臼杵市,佐志生連絡事務所,,臼杵市大字佐志生２０５７－３,,33.186703,131.818405,,0972-68-3233,,,,,,,,,,
442062,1276,大分県,臼杵市,下ノ江地区コミュニティーセンター,,臼杵市大字田井９８９,,33.1623,131.807922,,0972-67-2020,,,,,,,,,,
442062,1277,大分県,臼杵市,上北地区コミュニティーセンター,,臼杵市大字末広２５０１－１,,33.1394,131.75914,,0972-62-2461,,,,,,,,,,
442062,1278,大分県,臼杵市,下北連絡事務所,,臼杵市大字井村１７０１,,33.139263,131.787506,,0972-62-3501,,,,,,,,,,
442062,1279,大分県,臼杵市,臼杵市安生寮,,臼杵市大字諏訪784番地の3,,33.131968,131.796656,,0972-62-2620,,,,,,,,,,R3.9.13購入
442062,1280,大分県,臼杵市,障がい者交流センター（すくらむ）,,臼杵市大字臼杵72-137番地,,33.125076,131.803665,,0972-64-6150,,,,,,,,,,
442062,1281,大分県,臼杵市,臼杵市臼杵学校給食センター,,臼杵市大字海添2574-27,,33.118351,131.806335,,0972-63-1115,,,,,,,,,,
442062,1282,大分県,臼杵市,西神野ふれ愛センター,,臼杵市野津町大字西神野1070番地（旧西神野小学校）,,33.031891,131.761681,,0974-32-2346,,,,,,,,,,
442062,1283,大分県,臼杵市,上浦・深江地区コミュニティセンター,,臼杵市大字深江1509番地,,33.121433,131.876923,,0972-64-5900,,,,,,,,,,
442062,1284,大分県,臼杵市,都松地区ふれあいセンター,,臼杵市野津町大字都原1014（旧都松小学校）,,33.067042,131.712269,,0974-32-3196,,,,,,,,,,
442062,1285,大分県,臼杵市,南津留コミュニティ-センター,,臼杵市大字掻懐27番１,,33.094135,131.755539,,0972-65-3050,,,,,,,,,,
442062,1286,大分県,臼杵市,臼杵市清掃センター,,臼杵市大字久木小野１１１０－１,,33.131226,131.728729,,0972-65-3700,,,,,,,,,,
442062,1287,大分県,臼杵市,川登地区コミュニティセンター,,臼杵市野津町大字清水原832番地,,,,,0974-32-3711,,,,,,,,,,
442062,1288,大分県,臼杵市,下南地区コミュニティセンター,,臼杵市大字家野1536番地1,,33.10189286,131.7674513,,0972-64-6031,,,,,,,,,,
442062,1289,大分県,臼杵市,旧佐志生保育所,,臼杵市大字佐志生3007番地,,33.17712761,131.8273384,,0972-63-1111,,,,,,,,,,
442062,1290,大分県,臼杵市,藤澤歯科医院,,臼杵市平清水４組,,33.11458083,131.7928129,,0972-63-7181,,,,,,,,,,
442062,1291,大分県,臼杵市,浜田消化器科内科医院,,臼杵市大字福良４５２番地,,33.11519639,131.7955112,,0972-63-5855,,,,,,,,,,
442062,1292,大分県,臼杵市,渡辺内科クリニック,,臼杵市大字臼杵字祇園洲２０番地の１１,,33.12245693,131.7987299,,0972-63-8990,,,,,,,,,,
442062,1293,大分県,臼杵市,とうぼ小児科医院,,臼杵市港町東１４組,,33.13295131,131.8002319,,0972-63-5811,,,,,,,,,,
442062,1294,大分県,臼杵市,知的障害児施設　みずほ学園,,臼杵市大字戸室１２０５－１,,33.120567,131.785904,,0972-63-6691,,,,,,,,,,
442062,1295,大分県,臼杵市,知的障害者更生施設　聖心園,,臼杵市大字井村２２１２番地,,33.139992,131.781677,,0972-63-6692,,,,,,,,,,
442062,1296,大分県,臼杵市,知的障害者授産私設　あらかしの園,,臼杵市大字井村２２０９番地,,33.139992,131.781677,,0972-63-6693,,,,,,,,,,
442062,1297,大分県,臼杵市,特別養護老人ホーム　四季の郷,,臼杵市大字江無田１１１９番地－５,,33.123699,131.779526,,0972-64-0177,,,,,,,,,,
442062,1298,大分県,臼杵市,四季の郷デイサービスセンター,,臼杵市大字江無田１１１９番地－５,,33.123699,131.779526,,0972-64-0177,,,,,,,,,,
442062,1299,大分県,臼杵市,社会福祉法人グリーンコープ臼杵デイサービスセンターひととき,,大分県臼杵市大字野田字森ノ木6番４,,33.095886,131.78688,,0972-64-7337,,,,,,,,,,
442062,1300,大分県,臼杵市,臼杵税務署,,臼杵市大字臼杵２の１０７番６３７,,33.121756,131.805868,,0972-63-8522,,,,,,,,,,
442071,1301,大分県,津久見市,津久見高等学校,,津久見市大字津久見３４８５番地１,,33.066125,131.862115,,0972-82-4126,,,,,,,,,,
442071,1302,大分県,津久見市,臼杵津久見署幹部交番,,津久見市中央町７６０番１５６,,33.07545,131.865221,,0972-82-2131,,,,,,,24時間対応,,,
442071,1303,大分県,津久見市,津久見市役所,,津久見市宮本町20番１５号,,33.072339,131.861219,,0972-82-4111,,,,,,,,,,
442071,1304,大分県,津久見市,津久見市役所　日代出張所,,津久見市大字網代5793番地,,33.066489,131.918571,,0972-84-9171,,,,,,,,,,
442071,1305,大分県,津久見市,津久見市役所　四浦出張所,,津久見市大字四浦3727番地の2,,33.068948,131.989488,,0972-88-2001,,,,,,,,,,
442071,1306,大分県,津久見市,津久見市立第一中学校,,津久見市文京町1-6,,33.068764,131.86506,,0972-82-5161,,,,,,,,,,
442071,1307,大分県,津久見市,津久見市立第二中学校,,津久見市元町11-29,,33.074457,131.853644,,0972-82-2260,,,,,,,,,,
442071,1308,大分県,津久見市,津久見市立堅徳小学校,,津久見市堅浦3-1,,33.092761,131.859171,,0972-82-2609,,,,,,,,,,
442071,1309,大分県,津久見市,津久見市立千怒小学校,,津久見市千怒1400,,33.06582,131.888641,,0972-82-2057,,,,,,,,,,
442071,1310,大分県,津久見市,津久見市立青江小学校,,津久見市上青江3537,,33.081671,131.8397,,0972-82-2054,,,,,,,,,,
442071,1311,大分県,津久見市,津久見市立保戸島小学校,,津久見市保戸島21-2,,33.100403,132.006601,,0972-87-2002,,,,,,,,,,
442071,1312,大分県,津久見市,無垢島集会所,,津久見市大字長目2648番地の17,,33.111839,131.889633,,,,,,,,,,,,
442071,1313,大分県,津久見市,八戸公民館,,津久見市八戸,,33.044876,131.813629,,,,,,,,,,,,
442071,1314,大分県,津久見市,津久見市民会館,,津久見市大字津久見浦3825番地の100,,33.077039,131.871384,,0972-82-5265,,,,,,,,,,
442071,1315,大分県,津久見市,津久見市民図書館,,津久見市大友町5番15号,,33.069985,131.864484,,0972-85-0080,,,,,,,,,,
442071,1316,大分県,津久見市,武道館,,津久見市3777-17,,33.072342,131.861191,,,,,,,,,,,,
442071,1317,大分県,津久見市,保戸島診療所,,津久見市大字保戸島880番地の1,,33.10319002,132.0081139,,0972-87-2320,,,,,,,,,,
442071,1318,大分県,津久見市,津久見市立津久見小学校,,津久見市立花町1-7,,33.06607,131.859505,,0972-82-5201,,,,,,,,,,
442071,1319,大分県,津久見市,津久見市公民館（警固屋）,,津久見市セメント町1-26,,33.07674,131.858322,,0972-82-2469,,,,,,,,,,
442071,1320,大分県,津久見市,津久見市総合運動公園（市民体育館）,,津久見市大字千怒5338,,33.07716,131.883575,,0972-82-3500,,,,,,,,,,
442071,1321,大分県,津久見市,向洋保育園,,津久見市中町５番３６号,,33.078734,131.841256,,0972-82-3943,,,,,,,,,,
442071,1322,大分県,津久見市,大石医院,,津久見市上宮本町２２番１４号,,33.07124292,131.8602705,,0972-82-2014,,,,,,,,,,
442071,1323,大分県,津久見市,津久見市医師会立　津久見中央病院,,津久見市大字千怒６０１１番地,,33.072125,131.88764,,0972-82-1123,,,,,,,,,,
442071,1324,大分県,津久見市,深江医院,,津久見市宮本町９－１９,,33.07176438,131.8632746,,0972-82-2348,,,,,,,,,,
442071,1325,大分県,津久見市,介護老人保健施設　つくみかん,,津久見市千怒６１２０番,,33.072071,131.887939,,0972-82-8181,,,,,,,,,,
442071,1326,大分県,津久見市,介護老人保健施設　つくみかんサテライトみなみ,,津久見市四浦久保泊２９４４,,33.075226,131.99408,,0972-88-2011,,,,,,,,,,
442071,1327,大分県,津久見市,つかもと歯科医院,,津久見市中央町760番53-3,,33.07638309,131.8617277,,0972-85-1182,,,,,,,,,,
442071,1328,大分県,津久見市,つくみイルカ島,,津久見市大字四浦２９５８－１,,33.075226,131.99408,,0972-85-3020,,,,,,,,,,
442071,1329,大分県,津久見市,グリーンコープ生活協同組合おおいた県南センター,,大分県津久見市大字津久見1311番地,,33.059769,131.87088,,0972-82-1400,,,,,,,,,,
442071,1330,大分県,津久見市,株式会社　戸髙鉱業社,,津久見市合ノ元町6-7,,33.089905,131.850525,,0972-82-6111,,,,,,,,,,
442071,1331,大分県,津久見市,日鉄鉱業　株式会社,,津久見市小園町10-31,,33.075268,131.843048,,0972-82-4105,,,,,,,,,,
442071,1332,大分県,津久見市,太平洋セメント株式会社　大分工場,,津久見市合ノ元町2-1,,33.087116,131.853775,,0972-82-3111,,,,,,,,,,
442071,1333,大分県,津久見市,大分太平洋鉱業　株式会社,,津久見市入船西町19-2,,33.081062,131.852982,,0972-85-0271,,,,,,,,,,
442071,1334,大分県,津久見市,大分鉱業　株式会社,,津久見市合ノ元町2-25,,33.087761,131.851562,,0972-82-2630,,,,,,,,,,
442071,1335,大分県,津久見市,貝島化学工業　株式会社,,津久見市入船東町16-1,,33.081303,131.858078,,0972-82-2171,,,,,,,,,,
442071,1336,大分県,津久見市,株式会社　鳥繁産業,,津久見市上青江4180番地,,33.079388,131.814926,,0972-82-8133,,,,,,,,,,
442071,1337,大分県,津久見市,古手川産業　株式会社,,津久見市合ノ元町1-4,,33.087791,131.851257,,0972-82-1331,,,,,,,,,,
442071,1338,大分県,津久見市,とよみ園,,津久見市大字長目119-1,,33.100168,131.873823,,0972-82-7653,,,,,,,,,,
442089,1339,大分県,竹田市,大分県豊肥振興局,,竹田市大字竹田字山手１５０１－２,,32.964342,131.386492,,0974-63-1171,,,,,,,,,,R2.12更新済
442089,1340,大分県,竹田市,大分県農林水産研究指導センター　畜産研究部,,竹田市久住町大字久住３９８９－１,,33.036147,131.27286,,0974-76-1216,,,,,,,,,,Ｒ2.2購入
442089,1341,大分県,竹田市,玉来ダム建設事務所,,竹田市大字会々字七里１６５０－７,,32.97315855,131.3971568,,0974-62-4123,,,,,,,,,,R2.12購入
442089,1342,大分県,竹田市,久住高原農業高等学校,,竹田市久住町大字栢木５８０１－１９,,33.054358,131.324949,,0974-77-2200,,,,,,,,,,
442089,1343,大分県,竹田市,竹田高等学校,,竹田市大字竹田２６４２,,32.967953,131.398324,,0974-63-3401,,,,,,,,,,
442089,1344,大分県,竹田市,竹田支援学校,,竹田市大字君ヶ園１１７０,,32.950122,131.370911,,0974-63-0722,,,,,,,,,,
442089,1345,大分県,竹田市,竹田警察署,,竹田市大字拝田原２２１,,32.961232,131.382604,,0974-63-2131,,,,,,,24時間対応,,,
442089,1346,大分県,竹田市,竹田市役所　本庁,,竹田市会々１６５０番地,,32.973175,131.398408,,0974-63-1111,,,,,,,,,,
442089,1347,大分県,竹田市,竹田市役所　荻支所,,竹田市荻町恵良原１７７２番地７,,32.923977,131.314178,,0974-68-2211,,,,,,,,,,
442089,1348,大分県,竹田市,竹田市役所　久住支所,,竹田市久住町久住６１６１番地１,,33.02071,131.294479,,0974-76-1111,,,,,,,,,,
442089,1349,大分県,竹田市,竹田市役所　直入支所,,竹田市直入町長湯８２０１番地,,33.078286,131.384412,,0974-75-2211,,,,,,,,,,
442089,1350,大分県,竹田市,竹田市総合社会福祉センター,,竹田市会々１６５０番地,,32.973056,131.398352,,0974-63-3360,,,,,,,,,,
442089,1351,大分県,竹田市,竹田市消防本部,,竹田市大字会々 2742-1,,32.973647,131.387353,,0974-63-0119,,,,,,,,,,
